Financial Instrument,Industry,Last,26 Week IV Percentile,26 Week IV Rank,26 Week IV Low,26 Week IV High,Opt. Implied Volatility %,26 Week High,26 Week Low
TMO NYSE,Healthcare-Products,402.29,83.73983502388,36.54575729370117,17.574668052873,61.04224752579791,33.5%,610.8699951171875,390.7300109863281
AEM NYSE,Mining,117.42,58.53658318519592,20.273189544677734,28.50426604140563,55.25440002142078,33.9%,126.7300033569336,76.93000030517578
BX NYSE,Private Equity,139.08,54.47154641151428,18.807199478149414,21.8322102170242,86.82720999197055,34.1%,192.51100158691406,115.66000366210938
BABA NYSE,Internet,116.95,20.325203239917755,11.356999397277832,28.145501649463235,82.33472036556955,34.3%,148.4199981689453,80.30000305175781
AXON NASDAQ.NMS,Miscellaneous Manufactur,751.98,19.512194395065308,9.155400276184082,28.637611444415747,92.27533822361028,34.5%,748.7999877929688,469.2430114746094
ELV NYSE,Healthcare-Services,380.16,65.85366129875183,43.1468505859375,22.90373989540701,50.03327565433728,34.6%,458.7300109863281,357.8699951171875
ACN NYSE,Computers,316.11,82.11382031440735,51.97706985473633,16.865076952966756,51.26672284982398,34.7%,398.3500061035156,275.92999267578125
TSM NYSE,Semiconductors,197.40,20.325203239917755,9.058619499206543,30.57271501268764,79.2201440787506,35%,225.5240020751953,134.25999450683594
KLAC NASDAQ.NMS,Semiconductors,792.35,27.642276883125305,8.972079277038574,31.094984754215382,77.68984021695343,35.3%,810.6099853515625,551.3300170898438
UBER NYSE,Internet,88.82,29.26829159259796,15.728389739990234,28.62967523886595,71.87342355534003,35.4%,93.5999984741211,59.33000183105469
APO NYSE,Diversified Finan Serv,132.25,40.65040647983551,11.556384086608887,27.902622416949903,93.80246642044452,35.5%,188.95700073242188,102.5999984741211
SNOW NYSE,Software,205.57,10.569106042385101,4.285569667816162,33.630144114461544,91.61972012221491,36.1%,208.2899932861328,120.2300033569336
AMAT NASDAQ.NMS,Semiconductors,162.75,28.455284237861633,15.99710464477539,29.544047940731748,72.61476095587422,36.4%,200.1009979248047,123.73699951171875
RCL NYSE,Leisure Time,253.43,37.39837408065796,14.201776504516602,28.539189485425243,84.9254420352368,36.5%,276.94000244140625,164.00999450683594
DASH NASDAQ.NMS,Internet,206.32,36.58536672592163,17.541122436523438,24.932503403653776,91.21015987515331,36.6%,215.2449951171875,155.39999389648438
SE NYSE,Internet,165.31,28.455284237861633,6.283004283905029,32.50940345658349,102.6858421355781,36.9%,169.25,99.63999938964844
KKR NYSE,Private Equity,121.41,55.28455376625061,16.464576721191406,24.91821586817814,101.67146259909782,37.6%,170.1699981689453,86.1500015258789
PDD NASDAQ.NMS,Internet,98.06,1.6260161995887756,2.7172954082489014,36.298648877717824,78.09940637773003,37.4%,133.3300018310547,87.11000061035156
MRK NYSE,Pharmaceuticals,75.82,86.9918704032898,46.355953216552734,19.085920881750145,59.02935495022198,37.6%,104.23400115966797,73.31999969482422
LRCX NASDAQ.NMS,Semiconductors,84.55,23.577235639095306,12.476017951965332,31.70774320604134,84.57937734628858,38.3%,91.72000122070312,56.31999969482422
AMGN NASDAQ.NMS,Biotechnology,277.79,95.93495726585388,57.12004852294922,18.00327933285462,54.71307629011552,39%,335.8800048828125,251.24099731445312
RBLX NYSE,Software,85.50,27.642276883125305,10.273024559020996,32.27922392706433,101.18094359348429,39.4%,85.44999694824219,48.68000030517578
NXPI NASDAQ.NMS,Semiconductors,198.10,62.60162591934204,19.95103645324707,28.255035478966455,85.21753224724539,39.6%,255.4499969482422,148.08999633789062
