Financial Instrument,Industry,Last,26 Week IV Percentile,26 Week IV Rank,26 Week IV Low,26 Week IV High,Opt. Implied Volatility %,26 Week High,26 Week Low
ADBE NASDAQ.NMS,Software,412.82,78.04877758026123,76.15592193603516,22.222723866452043,50.87461988948591,44%,557.9000244140625,332.010009765625
BND NASDAQ.NMS,,72.35,76.42276287078857,14.217741966247559,3.71304757277646,19.519421325620215,6%,74.33999633789062,70.42839813232422
TLT NASDAQ.NMS,,85.29,77.2357702255249,25.446962356567383,11.03278270575314,30.09648058569223,15.9%,94.08999633789062,83.29499816894531
REGN NASDAQ.NMS,Biotechnology,598.74,76.42276287078857,35.32899856567383,25.637329527686887,67.4174452054401,40.4%,799.989013671875,520.5
CVX NYSE,Oil&Gas,137.24,73.17073345184326,21.172698974609375,14.939498901154872,60.84381281847793,24.7%,168.9499969482422,132.05999755859375
AAPL NASDAQ.NMS,Computers,200.79,72.35772609710693,28.140052795410156,15.083957653106458,66.98248555239014,29.7%,259.8179931640625,169.2100067138672
CRWD NASDAQ.NMS,Computers,468.64,72.35772609710693,38.12409210205078,31.46327318418904,83.32211562043749,51.2%,474.2300109863281,298.0
CRM NYSE,Software,274.71,71.54471278190613,55.340476989746094,23.130745238392,58.80235108566574,42.9%,368.5840148925781,230.0
GLD ARCA,,303.76,71.54471278190613,37.884498596191406,12.888513130311422,26.872367512512547,18.2%,317.5799865722656,238.75
NKE NYSE,Apparel,61.85,71.54471278190613,45.193233489990234,21.35280012506587,70.79236688206846,43.7%,82.43499755859375,52.279998779296875
MU NASDAQ.NMS,Semiconductors,96.49,70.7317054271698,42.35624313354492,35.98751058964673,92.59917917153307,60%,111.89199829101562,61.540000915527344
VO ARCA,,269.75,70.7317054271698,22.404376983642578,10.343828992819622,41.329280656746164,17.3%,284.32598876953125,223.67999267578125
FDX NYSE,Transportation,217.88,70.7317054271698,55.53020095825195,18.67318349129687,60.40885316542798,41.8%,302.9200134277344,194.33999633789062
OKE NYSE,Pipelines,81.15,69.91869807243347,16.486520767211914,21.1130950790867,79.70907820874018,30.8%,113.0530014038086,75.4800033569336
AVGO NASDAQ.NMS,Semiconductors,239.14,69.10569071769714,37.730262756347656,34.369896639371774,80.23929006953273,51.7%,251.2449951171875,138.10000610351562
PEP NASDAQ.NMS,Beverages,131.10,69.10569071769714,27.34918785095215,15.345886440111059,37.88133938397317,21.5%,163.75,127.75
PLD NYSE,REITS,107.81,69.91869807243347,17.46615219116211,20.11141376717187,62.08520213322943,27.4%,124.98999786376953,85.3499984741211
COP NYSE,Oil&Gas,85.45,68.29268336296082,25.537784576416016,17.285752027398583,71.36702622491188,31.1%,108.13300323486328,79.87999725341797
IEFA BATS,,82.24,68.29268336296082,32.40534591674805,7.167340545082486,34.33020969790778,16%,83.18000030517578,66.94999694824219
NXPI NASDAQ.NMS,Semiconductors,198.00,68.29268336296082,20.553386688232422,28.255035478966455,85.21753224724539,40%,255.4499969482422,148.08999633789062
MPLX NYSE,Pipelines,50.99,67.47967600822449,6.493852138519287,11.302649915950667,154.04622049009066,20.6%,54.849998474121094,44.61000061035156
NVS NYSE,Pharmaceuticals,111.87,66.66666865348816,22.78622817993164,14.015603639686569,44.1216067849813,20.9%,114.83999633789062,92.69529724121094
AZN NASDAQ.NMS,Pharmaceuticals,70.40,60.975611209869385,22.04536247253418,14.260070704681366,70.8780920949223,26.7%,78.3550033569336,61.2400016784668
COR NYSE,Pharmaceuticals,290.33,65.85366129875183,26.690967559814453,16.866664785448215,39.51799845345313,22.9%,309.05999755859375,223.41299438476562
XOM NYSE,Oil&Gas,102.71,65.85366129875183,16.72060203552246,17.469896242385406,55.983040675818295,23.9%,119.9000015258789,97.80999755859375
FI NYSE,Software,157.93,68.29268336296082,28.21014976501465,15.153804541145682,59.31192408105681,27.6%,238.47999572753906,157.3699951171875
GE NYSE,Aerospace/Defense,244.10,65.04064798355103,21.50156021118164,22.210024163457863,68.49056567316188,32.2%,242.24000549316406,159.33599853515625
IWD ARCA,,188.43,63.41463327407837,16.769079208374023,9.331035810392077,38.7036384999168,14.3%,199.3800048828125,163.19000244140625
TXN NASDAQ.NMS,Semiconductors,184.60,65.04064798355103,19.95480728149414,22.52433959492064,72.68143217895052,32.5%,205.75,139.9499969482422
IJH ARCA,,60.44,64.2276406288147,16.78643226623535,14.029889696733456,49.81261720599188,20%,67.91220092773438,50.150001525878906
ELV NYSE,Healthcare-Services,381.73,62.60162591934204,41.99707794189453,22.90373989540701,50.03327565433728,34.3%,458.7300109863281,357.8699951171875
VCIT NASDAQ.NMS,,81.17,74.79674816131592,5.864195823669434,3.7511463121518056,51.919165286256415,6.6%,82.31500244140625,78.24079895019531
JNJ NYSE,Pharmaceuticals,152.25,64.2276406288147,23.86423110961914,12.28528167337423,39.64181981843198,18.8%,169.99000549316406,139.55099487304688
SNY NASDAQ.NMS,Pharmaceuticals,51.92,61.78861856460571,16.8853702545166,16.23168407102558,58.1181579133191,23.3%,60.1150016784668,45.79999923706055
EOG NYSE,Oil&Gas,111.26,60.975611209869385,20.442026138305664,19.10655826872287,63.00115971071919,28.1%,137.7899932861328,102.5199966430664
