Financial Instrument,Industry,Last,26 Week IV Percentile,26 Week IV Rank,26 Week IV Low,26 Week IV High,Opt. Implied Volatility %,26 Week High,26 Week Low
BRK B NYSE,Insurance,504.78,43.08943152427673,10.802967071533203,12.699606896308968,45.00264091845144,16.2%,542.030029296875,440.17999267578125
QQQ NASDAQ.NMS,,521.97,43.08943152427673,16.343935012817383,13.22346447031817,51.30005846136213,19.4%,540.8099975585938,402.3900146484375
TJX NYSE,Retail,126.83,43.08943152427673,20.317121505737305,13.983854382201125,42.3722352641777,19.8%,135.85000610351562,112.13999938964844
DUK NYSE,Electric,114.20,42.276424169540405,15.874320030212402,14.066400973234527,38.127394281449426,17.9%,125.2699966430664,104.24299621582031
VB ARCA,,229.58,42.276424169540405,14.15424633026123,14.839490588111662,45.001056042827486,19.1%,261.54400634765625,190.72999572753906
PG NYSE,Cosmetics/Personal Care,167.46,41.46341383457184,20.153297424316406,11.80110882318589,35.89067350628018,16.7%,179.99000549316406,156.51499938964844
RY NYSE,Banks,129.31,39.83739912509918,22.003816604614258,9.966015785600337,43.76760589048329,17.4%,129.41000366210938,105.13500213623047
ADP NASDAQ.NMS,Commercial Services,324.89,39.024388790130615,17.13568878173828,11.858257486659692,45.25822281081646,17.6%,326.0,272.61700439453125
IJR ARCA,,105.80,39.024388790130615,14.143647193908691,14.27912025917263,48.38232609252418,19.1%,126.68699645996094,89.25
AON NYSE,Insurance,361.99,38.21138143539429,14.996694564819336,14.342617295714769,43.8025293345029,18.8%,412.8699951171875,324.17999267578125
CL NYSE,Cosmetics/Personal Care,91.93,37.39837408065796,27.846975326538086,10.608933444787146,39.419576494462625,18.6%,100.18000030517578,85.31999969482422
V NYSE,Diversified Finan Serv,360.17,37.39837408065796,13.098855972290039,13.325062094271594,54.997230296574294,18.8%,369.1199951171875,299.04998779296875
AFL NYSE,Insurance,102.66,36.58536672592163,14.282195091247559,14.196572189710476,48.96491868405989,19.2%,114.7249984741211,97.5
MA NYSE,Diversified Finan Serv,577.89,35.772356390953064,10.109320640563965,13.874320552697906,56.43863919426973,18.2%,588.4500122070312,466.75
SPGI NYSE,Commercial Services,514.63,34.959349036216736,11.437861442565918,15.233178424073671,49.226848949493245,19.1%,544.35302734375,427.1499938964844
LIN NASDAQ.NMS,Chemicals,463.48,34.14634168148041,13.804247856140137,11.693162826164134,55.83222911551211,17.8%,472.2349853515625,408.6499938964844
ICE NYSE,Diversified Finan Serv,178.51,33.33333432674408,7.314065456390381,15.372873678580875,44.429572364946985,17.5%,179.42999267578125,142.41000366210938
CSCO NASDAQ.NMS,Telecommunications,63.50,30.894309282302856,14.933050155639648,13.767960909728854,43.03737740360432,18.1%,66.5,52.11000061035156
CB NYSE,Insurance,288.89,29.26829159259796,6.169205665588379,16.371379325532782,52.02393857517277,18.6%,306.9100036621094,252.1699981689453
BMO NYSE,Banks,107.15,26.01625919342041,14.463552474975586,10.893087451245936,52.02711424013569,16.8%,106.0,85.51000213623047
ECL NYSE,Chemicals,262.89,26.01625919342041,12.731392860412598,13.68223865373253,44.08827117344315,17.6%,272.3599853515625,222.22000122070312
HDB NYSE,Banks,74.12,26.01625919342041,13.13359546661377,16.0554775400173,43.52789936607537,19.7%,75.37000274658203,57.779998779296875
WM NYSE,Environmental Control,237.41,26.01625919342041,11.045199394226074,14.325155573704961,34.301637583814006,16.5%,239.0,199.8000030517578
AEP NASDAQ.NMS,Electric,101.44,36.58536672592163,28.003822326660156,11.016908816224793,39.583084800905475,19%,110.4800033569336,89.07420349121094
MCD NYSE,Retail,312.90,22.76422828435898,10.354998588562012,14.28070661322534,42.308739706064316,17.2%,326.32000732421875,276.55999755859375
MSI NYSE,Telecommunications,424.31,21.138212084770203,16.67754554748535,15.201429166588227,42.92943140658256,19.8%,501.4209899902344,388.8999938964844
O NYSE,REITS,55.85,20.325203239917755,11.375506401062012,13.953692957197141,37.09713642015456,16.6%,60.11259841918945,50.720001220703125
UL NYSE,Cosmetics/Personal Care,63.16,20.325203239917755,11.225265502929688,13.067895326282619,36.489144422630496,15.7%,65.6500015258789,53.881900787353516
