Financial Instrument,Industry, Last,26 Week IV Percentile,26 Week IV Rank,26 Week IV Low,26 Week IV High,Opt. Implied Volatility %,26 Week High,26 Week Low
QUAL BATS,,176.99,56.91056847572327,23.479732513427734,6.878424519608068,46.58691925718824,16.2%,186.6719970703125,148.39999389648438
AEM NYSE,Mining,116.79,58.53658318519592,20.220434188842773,28.50426604140563,55.25440002142078,33.9%,126.7300033569336,76.93000030517578
PM NYSE,Agriculture,179.15,58.53658318519592,22.026195526123047,16.117388222506733,44.18034180250781,22.3%,179.8300018310547,116.16999816894531
SPLG ARCA,,69.35,56.09756112098694,18.251968383789062,9.621538929133578,44.712138538924314,16%,72.13500213623047,56.66999816894531
VEA ARCA,,55.36,55.28455376625061,26.740543365478516,5.82118200709371,35.79701504473406,13.8%,55.900001525878906,45.150001525878906
BAM NYSE,Diversified Finan Serv,56.74,54.47154641151428,23.173097610473633,21.030548488053295,66.96026181136472,31.7%,62.5099983215332,41.79999923706055
BN NYSE,Private Equity,57.92,54.47154641151428,22.947425842285156,19.050997437730537,68.6080357082149,30.4%,62.779998779296875,43.61000061035156
BX NYSE,Private Equity,139.07,54.47154641151428,19.138608932495117,21.8322102170242,86.82720999197055,34.3%,192.51100158691406,115.66000366210938
ITOT ARCA,,128.82,53.658539056777954,21.35035514831543,8.28331844473054,45.85034239724094,16.3%,134.67999267578125,105.0
TXN NASDAQ.NMS,Semiconductors,184.37,52.84552574157715,17.715591430664062,22.52433959492064,72.68143217895052,31.4%,205.75,139.9499969482422
RSP ARCA,,176.64,52.03251838684082,16.877159118652344,7.984877642010489,49.44274094353676,15%,187.49200439453125,150.35000610351562
SPG NYSE,REITS,160.83,52.03251838684082,14.842945098876953,17.655628289853695,54.67656501361444,23.2%,190.13499450683594,136.33999633789062
VTV ARCA,,170.76,52.03251838684082,15.84108829498291,8.605570820957487,36.36214739268872,13%,181.27499389648438,150.42999267578125
IJR ARCA,,105.78,51.21951103210449,16.663888931274414,14.27912025917263,48.38232609252418,20%,126.68699645996094,89.25
SBUX NASDAQ.NMS,Retail,85.84,51.21951103210449,18.057254791259766,19.84313512867018,71.71943633007093,29.2%,117.45999908447266,75.5
SHEL NYSE,Oil&Gas,66.35,51.21951103210449,6.611413478851318,12.280519654358601,135.22064204129242,20.4%,74.17500305175781,58.55500030517578
VYM ARCA,NoMD,128.46,53.658539056777954,13.31621265411377,8.659543819468366,42.937367612132356,13.2%,135.08999633789062,112.0999984741211
